SELECT 100 - (mean("usage_iowait") + mean("usage_idle")) AS "cpu" FROM "telegraf"."autogen"."cpu" WHERE time >= 1558960011s AND time <= 1558960081s GROUP BY time(1s), "host" FILL(null)
name,tags,time,cpu
cpu,host=host-192-168-5-3,1558960011000000000,0.9467933724964581
cpu,host=host-192-168-5-3,1558960012000000000,26.212293107953144
cpu,host=host-192-168-5-3,1558960013000000000,23.365841584967868
cpu,host=host-192-168-5-3,1558960014000000000,22.616786678769017
cpu,host=host-192-168-5-3,1558960015000000000,23.625531287082396
cpu,host=host-192-168-5-3,1558960016000000000,22.30105133104516
cpu,host=host-192-168-5-3,1558960017000000000,22.402347301193174
cpu,host=host-192-168-5-3,1558960018000000000,64.9989104732781
cpu,host=host-192-168-5-3,1558960019000000000,73.05824226802945
cpu,host=host-192-168-5-3,1558960020000000000,76.47997755751956
cpu,host=host-192-168-5-3,1558960021000000000,74.13903725717823
cpu,host=host-192-168-5-3,1558960022000000000,72.62474747524351
cpu,host=host-192-168-5-3,1558960023000000000,74.21296758044289
cpu,host=host-192-168-5-3,1558960024000000000,52.47783961983035
cpu,host=host-192-168-5-3,1558960025000000000,49.82895666483434
cpu,host=host-192-168-5-3,1558960026000000000,46.50202020206473
cpu,host=host-192-168-5-3,1558960027000000000,45.699614961019606
cpu,host=host-192-168-5-3,1558960028000000000,47.73684116300696
cpu,host=host-192-168-5-3,1558960029000000000,47.433255245331466
cpu,host=host-192-168-5-3,1558960030000000000,26.689751470043433
cpu,host=host-192-168-5-3,1558960031000000000,21.233663366067162
cpu,host=host-192-168-5-3,1558960032000000000,20.964441406308765
cpu,host=host-192-168-5-3,1558960033000000000,20.8933172128271
cpu,host=host-192-168-5-3,1558960034000000000,21.01836228267898
cpu,host=host-192-168-5-3,1558960035000000000,23.248382634517995
cpu,host=host-192-168-5-3,1558960036000000000,42.605718834837
cpu,host=host-192-168-5-3,1558960037000000000,53.55255525495345
cpu,host=host-192-168-5-3,1558960038000000000,50.70887053579086
cpu,host=host-192-168-5-3,1558960039000000000,51.59725785031732
cpu,host=host-192-168-5-3,1558960040000000000,51.90898104650559
cpu,host=host-192-168-5-3,1558960041000000000,51.67216917167628
cpu,host=host-192-168-5-3,1558960042000000000,27.465082329889313
cpu,host=host-192-168-5-3,1558960043000000000,14.494949495020776
cpu,host=host-192-168-5-3,1558960044000000000,15.767482042550213
cpu,host=host-192-168-5-3,1558960045000000000,17.375834923487943
cpu,host=host-192-168-5-3,1558960046000000000,14.382647633860685
cpu,host=host-192-168-5-3,1558960047000000000,15.265119542796654
cpu,host=host-192-168-5-3,1558960048000000000,22.416254924056304
cpu,host=host-192-168-5-3,1558960049000000000,24.719925125970676
cpu,host=host-192-168-5-3,1558960050000000000,25.366285975378972
cpu,host=host-192-168-5-3,1558960051000000000,26.639625689994972
cpu,host=host-192-168-5-3,1558960052000000000,25.64221841467034
cpu,host=host-192-168-5-3,1558960053000000000,24.80941041590343
cpu,host=host-192-168-5-3,1558960054000000000,19.950647325073874
cpu,host=host-192-168-5-3,1558960055000000000,17.81104275835318
cpu,host=host-192-168-5-3,1558960056000000000,18.64569986511097
cpu,host=host-192-168-5-3,1558960057000000000,16.64543691220561
cpu,host=host-192-168-5-3,1558960058000000000,17.565346536073292
cpu,host=host-192-168-5-3,1558960059000000000,16.902330080508307
cpu,host=host-192-168-5-3,1558960060000000000,34.20716293015845
cpu,host=host-192-168-5-3,1558960061000000000,40.262373755646934
cpu,host=host-192-168-5-3,1558960062000000000,42.10771437235379
cpu,host=host-192-168-5-3,1558960063000000000,42.72726939876155
cpu,host=host-192-168-5-3,1558960064000000000,41.35567419779748
cpu,host=host-192-168-5-3,1558960065000000000,42.081785104722925
cpu,host=host-192-168-5-3,1558960066000000000,48.999261120646764
cpu,host=host-192-168-5-3,1558960067000000000,49.09839868313092
cpu,host=host-192-168-5-3,1558960068000000000,48.51724333821062
cpu,host=host-192-168-5-3,1558960069000000000,48.73810971829475
cpu,host=host-192-168-5-3,1558960070000000000,48.04999999995052
cpu,host=host-192-168-5-3,1558960071000000000,47.81970421511498
cpu,host=host-192-168-5-3,1558960072000000000,27.917024161083773
cpu,host=host-192-168-5-3,1558960073000000000,1.6977048048932346
cpu,host=host-192-168-5-3,1558960074000000000,0.9940594057082706
cpu,host=host-192-168-5-3,1558960075000000000,1.4871675416678727
cpu,host=host-192-168-5-3,1558960076000000000,0.7030303025119906
cpu,host=host-192-168-5-3,1558960077000000000,1.4999999990861426
cpu,host=host-192-168-5-3,1558960078000000000,1.2925668700081303
cpu,host=host-192-168-5-3,1558960079000000000,0.7507537683711405
cpu,host=host-192-168-5-3,1558960080000000000,0.9440594056617044
cpu,host=host-192-168-5-3,1558960081000000000,0.8507478026928368
