SELECT mean("io_write_bytes")/1024/1024 AS "mean_io_write_bytes" FROM "kvmtop"."autogen"."kvmtop.domains" WHERE time >= 1559032078s AND time <= 1559032108s GROUP BY time(1s), "UUID" FILL(null)
name,tags,time,mean_io_write_bytes
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032078000000000,139.34049797058105
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032079000000000,151.57893753051758
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032080000000000,151.31875133514404
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032081000000000,150.91167831420898
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032082000000000,152.0706844329834
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032083000000000,153.04773807525635
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032084000000000,153.26716804504395
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032085000000000,151.69240283966064
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032086000000000,152.129225730896
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032087000000000,
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032088000000000,153.02612686157227
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032089000000000,152.18933963775635
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032090000000000,152.63930320739746
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032091000000000,152.61551094055176
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032092000000000,152.83465480804443
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032093000000000,151.8703260421753
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032094000000000,152.06941032409668
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032095000000000,152.14560794830322
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032096000000000,151.67050075531006
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032097000000000,153.08255290985107
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032098000000000,152.01746559143066
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032099000000000,153.0463581085205
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032100000000000,153.17416286468506
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032101000000000,152.50439739227295
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032102000000000,152.14950275421143
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032103000000000,152.14950275421143
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032104000000000,150.60319137573242
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032105000000000,151.276762008667
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032106000000000,151.75759029388428
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032107000000000,152.81107711791992
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032108000000000,
